ORDER;PRODUCT;QTY;STATION
279205293;PROD_2039186;1;1
279247763;PROD_2039186;1;1
279257285;PROD_2039186;1;1
279262150;PROD_2039186;1;1
279275589;PROD_2039186;1;1
279343220;PROD_2039186;1;1
279356632;PROD_2039186;1;1
279367939;PROD_2039186;1;1
279465104;PROD_2039186;1;1
279483566;PROD_2039186;1;1
279525743;PROD_2039186;1;1
279574051;PROD_2039186;1;1
279611952;PROD_2039186;1;1
279636190;PROD_2039186;1;1
279668336;PROD_2039186;1;1
279694609;PROD_2039186;1;1
279697086;PROD_2039186;1;1
279709517;PROD_2039186;1;1
279740271;PROD_2039186;1;1
279756073;PROD_2039186;1;1
279756186;PROD_2039186;1;1
279805152;PROD_2039186;1;1
279813075;PROD_2039186;1;1
279821138;PROD_2039186;1;1
279866795;PROD_2039186;1;1
279912558;PROD_2039186;1;1
279919031;PROD_2039186;1;1
342967088;PROD_2039186;1;1
343020182;PROD_2039186;1;1
278631581;PROD_2039211;1;1
278911337;PROD_2039211;1;1
279646992;PROD_2039211;1;1
278901005;PROD_2018960;1;1
278422699;PROD_201990;1;1
278415511;PROD_2018412;1;1
278466632;PROD_2018412;1;1
279313202;PROD_2018412;1;1
279590594;PROD_2018412;1;1
278379157;PROD_2076993;1;1
338681886;PROD_2076993;1;1
278393467;PROD_2076993;1;1
278400135;PROD_2076993;1;1
278400431;PROD_2076993;1;1
278417448;PROD_2076993;1;1
278439539;PROD_2076993;1;1
338687574;PROD_2076993;1;1
338687913;PROD_2076993;1;1
338688741;PROD_2076993;1;1
278459515;PROD_2076993;1;1
338689776;PROD_2076993;1;1
278468237;PROD_2076993;1;1
278472960;PROD_2076993;1;1
278473395;PROD_2076993;1;1
278511101;PROD_2076993;1;1
338694914;PROD_2076993;1;1
338695175;PROD_2076993;1;1
278523315;PROD_2076993;1;1
278532701;PROD_2076993;1;1
278535291;PROD_2076993;1;1
278549740;PROD_2076993;1;1
278553370;PROD_2076993;1;1
278558238;PROD_2076993;1;1
338699448;PROD_2076993;1;1
278569673;PROD_2076993;1;1
278569813;PROD_2076993;1;1
278575832;PROD_2076993;1;1
278578070;PROD_2076993;1;1
278584065;PROD_2076993;1;1
338703507;PROD_2076993;1;1
278596664;PROD_2076993;1;1
278597068;PROD_2076993;1;1
338704767;PROD_2076993;1;1
278603048;PROD_2076993;1;1
338706255;PROD_2076993;1;1
278616613;PROD_2076993;1;1
278617329;PROD_2076993;1;1
278618065;PROD_2076993;1;1
338707094;PROD_2076993;1;1
278639716;PROD_2076993;1;1
338709153;PROD_2076993;1;1
278643780;PROD_2076993;1;1
278652962;PROD_2076993;1;1
278657620;PROD_2076993;1;1
278661218;PROD_2076993;1;1
278667370;PROD_2076993;1;1
278668911;PROD_2076993;1;1
278669382;PROD_2076993;1;1
278669522;PROD_2076993;1;1
278677541;PROD_2076993;1;1
338712481;PROD_2076993;1;1
338712499;PROD_2076993;1;1
278696193;PROD_2076993;1;1
278697471;PROD_2076993;1;1
278699453;PROD_2076993;1;1
338714828;PROD_2076993;1;1
338715078;PROD_2076993;1;1
338715245;PROD_2076993;1;1
278704004;PROD_2076993;1;1
338716317;PROD_2076993;1;1
278722751;PROD_2076993;1;1
278723946;PROD_2076993;1;1
338717465;PROD_2076993;1;1
278731544;PROD_2076993;1;1
278739995;PROD_2076993;1;1
278740702;PROD_2076993;1;1
278747141;PROD_2076993;1;1
278754279;PROD_2076993;1;1
278755323;PROD_2076993;1;1
338720016;PROD_2076993;1;1
338720047;PROD_2076993;1;1
338720226;PROD_2076993;1;1
278758918;PROD_2076993;1;1
278761483;PROD_2076993;1;1
278766724;PROD_2076993;1;1
278768265;PROD_2076993;1;1
338721630;PROD_2076993;1;1
278776536;PROD_2076993;1;1
278784158;PROD_2076993;1;1
278786000;PROD_2076993;1;1
278786344;PROD_2076993;1;1
278790101;PROD_2076993;1;1
278801690;PROD_2076993;1;1
278811202;PROD_2076993;1;1
278818013;PROD_2076993;1;1
338726312;PROD_2076993;1;1
278823672;PROD_2076993;1;1
278826095;PROD_2076993;1;1
278845156;PROD_2076993;1;1
278856537;PROD_2076993;1;1
338730542;PROD_2076993;1;1
278871605;PROD_2076993;1;1
338730897;PROD_2076993;1;1
278877922;PROD_2076993;1;1
278879657;PROD_2076993;1;1
278890431;PROD_2076993;1;1
338733198;PROD_2076993;1;1
278906744;PROD_2076993;1;1
278916968;PROD_2076993;1;1
338734907;PROD_2076993;1;1
338734945;PROD_2076993;1;1
338735199;PROD_2076993;1;1
338736331;PROD_2076993;1;1
278937220;PROD_2076993;1;1
338738298;PROD_2076993;1;1
338738590;PROD_2076993;1;1
278954653;PROD_2076993;1;1
278958877;PROD_2076993;1;1
278964178;PROD_2076993;1;1
278981424;PROD_2076993;1;1
278987260;PROD_2076993;1;1
278994778;PROD_2076993;1;1
279003905;PROD_2076993;1;1
279004774;PROD_2076993;1;1
279013285;PROD_2076993;1;1
279013345;PROD_2076993;1;1
338744342;PROD_2076993;1;1
279018085;PROD_2076993;1;1
279029341;PROD_2076993;1;1
279036957;PROD_2076993;1;1
338749972;PROD_2076993;1;1
338750054;PROD_2076993;1;1
338750083;PROD_2076993;1;1
338750212;PROD_2076993;1;1
279081610;PROD_2076993;1;1
338750976;PROD_2076993;1;1
279086893;PROD_2076993;1;1
279094778;PROD_2076993;1;1
279102081;PROD_2076993;1;1
279111084;PROD_2076993;1;1
279113126;PROD_2076993;1;1
338754379;PROD_2076993;1;1
279115552;PROD_2076993;1;1
338754956;PROD_2076993;1;1
279129821;PROD_2076993;1;1
338756607;PROD_2076993;1;1
279138995;PROD_2076993;1;1
279140814;PROD_2076993;1;1
338758150;PROD_2076993;1;1
338759417;PROD_2076993;1;1
338759679;PROD_2076993;1;1
279170873;PROD_2076993;1;1
279178130;PROD_2076993;1;1
338761063;PROD_2076993;1;1
279180729;PROD_2076993;1;1
338762269;PROD_2076993;1;1
338762441;PROD_2076993;1;1
279199108;PROD_2076993;1;1
279202707;PROD_2076993;1;1
279219416;PROD_2076993;1;1
279227066;PROD_2076993;1;1
279227715;PROD_2076993;1;1
338765712;PROD_2076993;1;1
279235429;PROD_2076993;1;1
338766343;PROD_2076993;1;1
338767115;PROD_2076993;1;1
279255068;PROD_2076993;1;1
338768859;PROD_2076993;1;1
279262150;PROD_2076993;1;1
338769724;PROD_2076993;1;1
338770385;PROD_2076993;1;1
338771319;PROD_2076993;1;1
279297748;PROD_2076993;1;1
279318547;PROD_2076993;1;1
338775360;PROD_2076993;1;1
279350014;PROD_2076993;1;1
279352906;PROD_2076993;1;1
279360811;PROD_2076993;1;1
279361825;PROD_2076993;1;1
279372377;PROD_2076993;1;1
279373100;PROD_2076993;1;1
279384727;PROD_2076993;1;1
279392509;PROD_2076993;1;1
338780823;PROD_2076993;1;1
338781112;PROD_2076993;1;1
338781651;PROD_2076993;1;1
279402680;PROD_2076993;1;1
338781995;PROD_2076993;1;1
279412802;PROD_2076993;1;1
279416001;PROD_2076993;1;1
279436977;PROD_2076993;1;1
279440648;PROD_2076993;1;1
279464913;PROD_2076993;1;1
279471214;PROD_2076993;1;1
279476566;PROD_2076993;1;1
279511344;PROD_2076993;1;1
338790047;PROD_2076993;1;1
279526584;PROD_2076993;1;1
279532169;PROD_2076993;1;1
338792396;PROD_2076993;1;1
338792468;PROD_2076993;1;1
338793107;PROD_2076993;1;1
279550423;PROD_2076993;1;1
279560563;PROD_2076993;1;1
279563087;PROD_2076993;1;1
279593824;PROD_2076993;1;1
338797952;PROD_2076993;1;1
338798008;PROD_2076993;1;1
279612544;PROD_2076993;1;1
338800011;PROD_2076993;1;1
338800037;PROD_2076993;1;1
338802494;PROD_2076993;1;1
279637943;PROD_2076993;1;1
338803120;PROD_2076993;1;1
279655563;PROD_2076993;1;1
279662042;PROD_2076993;1;1
279666459;PROD_2076993;1;1
279674870;PROD_2076993;1;1
279684006;PROD_2076993;1;1
338809017;PROD_2076993;1;1
279697500;PROD_2076993;1;1
338810393;PROD_2076993;1;1
279709313;PROD_2076993;1;1
279709517;PROD_2076993;1;1
279713740;PROD_2076993;1;1
279719841;PROD_2076993;1;1
279720373;PROD_2076993;1;1
338811788;PROD_2076993;1;1
279727526;PROD_2076993;1;1
338813231;PROD_2076993;1;1
338814754;PROD_2076993;1;1
279753176;PROD_2076993;1;1
338816598;PROD_2076993;1;1
279780582;PROD_2076993;1;1
279783588;PROD_2076993;1;1
338817826;PROD_2076993;1;1
279791206;PROD_2076993;1;1
338818849;PROD_2076993;1;1
279802186;PROD_2076993;1;1
279802285;PROD_2076993;1;1
279805255;PROD_2076993;1;1
279812557;PROD_2076993;1;1
338820130;PROD_2076993;1;1
279821138;PROD_2076993;1;1
338820557;PROD_2076993;1;1
338820640;PROD_2076993;1;1
338820703;PROD_2076993;1;1
338820763;PROD_2076993;1;1
338821021;PROD_2076993;1;1
279845922;PROD_2076993;1;1
279859928;PROD_2076993;1;1
279870124;PROD_2076993;1;1
279883485;PROD_2076993;1;1
279900235;PROD_2076993;1;1
338830588;PROD_2076993;1;1
338832115;PROD_2076993;1;1
338833812;PROD_2076993;1;1
343016731;PROD_2076993;1;1
343032929;PROD_2076993;1;1
338835836;PROD_2076993;1;1
338836178;PROD_2076993;1;1
343060386;PROD_2076993;1;1
279539976;PROD_2079926;1;1
279841553;PROD_2079926;1;1
278408724;PROD_2074630;1;1
278631581;PROD_2074630;1;1
278669752;PROD_2074630;1;1
278676744;PROD_2074630;1;1
278758685;PROD_2074630;1;1
279060612;PROD_2074630;1;1
279164352;PROD_2074630;1;1
279624097;PROD_2074630;1;1
278453006;PROD_2036089;1;1
278869215;PROD_2036089;1;1
279770990;PROD_2036089;1;1
279802471;PROD_2036089;1;1
279850353;PROD_2036089;1;1
279851362;PROD_2036089;1;1
278437581;PROD_2053601;1;1
278879261;PROD_2053601;1;1
279056643;PROD_2053601;1;1
279159104;PROD_2053601;1;1
279207145;PROD_2053601;1;1
279579814;PROD_2053601;1;1
279866192;PROD_2053601;1;1
279905562;PROD_2053601;1;1
342980358;PROD_2053601;1;1
342981428;PROD_2053601;1;1
278400382;PROD_2105719;1;1
278426446;PROD_2105719;1;1
278432470;PROD_2105719;1;1
278514487;PROD_2105719;1;1
278524715;PROD_2105719;1;1
278528495;PROD_2105719;1;1
278583256;PROD_2105719;1;1
278584549;PROD_2105719;1;1
278635593;PROD_2105719;1;1
278665004;PROD_2105719;1;1
278688449;PROD_2105719;1;1
278748586;PROD_2105719;1;1
278810953;PROD_2105719;1;1
278840766;PROD_2105719;1;1
278857627;PROD_2105719;1;1
278857649;PROD_2105719;1;1
278922540;PROD_2105719;1;1
278930195;PROD_2105719;1;1
278940733;PROD_2105719;1;1
279072255;PROD_2105719;1;1
279075122;PROD_2105719;1;1
279125259;PROD_2105719;1;1
279126422;PROD_2105719;1;1
279193187;PROD_2105719;1;1
279206812;PROD_2105719;1;1
279231580;PROD_2105719;1;1
279235360;PROD_2105719;1;1
279337229;PROD_2105719;1;1
279421242;PROD_2105719;1;1
279451279;PROD_2105719;1;1
279471216;PROD_2105719;1;1
279471239;PROD_2105719;1;1
279500576;PROD_2105719;1;1
279598507;PROD_2105719;1;1
279682386;PROD_2105719;1;1
279712787;PROD_2105719;1;1
279903081;PROD_2105719;1;1
342990716;PROD_2105719;1;1
278673139;PROD_2105874;1;1
278877488;PROD_2105883;1;1
279702044;PROD_2105883;1;1
279712643;PROD_2105883;1;1
278857655;PROD_2105900;1;1
279279152;PROD_2105900;1;1
279850353;PROD_2105900;1;1
279897709;PROD_2105900;1;1
278418897;PROD_2120427;1;1
278683140;PROD_2120427;1;1
278943411;PROD_2120427;1;1
279018376;PROD_2120427;1;1
279111644;PROD_2120427;1;1
279148934;PROD_2120427;1;1
279263109;PROD_2120427;1;1
279702177;PROD_2120427;1;1
279047568;PROD_2122283;1;1
279368499;PROD_2122283;1;1
279402731;PROD_2122283;1;1
278631813;PROD_2122298;1;1
279252680;PROD_2122298;1;1
279390061;PROD_2122298;1;1
279745542;PROD_2122298;1;1
278459832;PROD_2122300;1;1
278926978;PROD_2122300;1;1
278386279;PROD_2123406;1;1
278442953;PROD_2123406;1;1
278449971;PROD_2123406;1;1
278452104;PROD_2123406;1;1
278452537;PROD_2123406;1;1
278459835;PROD_2123406;1;1
278466812;PROD_2123406;1;1
278478032;PROD_2123406;1;1
278488521;PROD_2123406;1;1
278501484;PROD_2123406;1;1
278530282;PROD_2123406;1;1
278530928;PROD_2123406;1;1
278539021;PROD_2123406;1;1
278546856;PROD_2123406;1;1
278567926;PROD_2123406;1;1
278584549;PROD_2123406;1;1
278601810;PROD_2123406;1;1
278601998;PROD_2123406;1;1
278603203;PROD_2123406;1;1
278608554;PROD_2123406;1;1
278616273;PROD_2123406;1;1
278617691;PROD_2123406;1;1
278689794;PROD_2123406;1;1
278692034;PROD_2123406;1;1
278692036;PROD_2123406;1;1
278697464;PROD_2123406;1;1
278745725;PROD_2123406;1;1
278770455;PROD_2123406;1;1
278774185;PROD_2123406;1;1
278785757;PROD_2123406;1;1
278801266;PROD_2123406;1;1
278802682;PROD_2123406;1;1
278837326;PROD_2123406;1;1
278837740;PROD_2123406;1;1
278905957;PROD_2123406;1;1
278937819;PROD_2123406;1;1
278965678;PROD_2123406;1;1
278971012;PROD_2123406;1;1
279047587;PROD_2123406;1;1
279047693;PROD_2123406;1;1
279050829;PROD_2123406;1;1
279057149;PROD_2123406;1;1
279081932;PROD_2123406;1;1
279116956;PROD_2123406;1;1
279118279;PROD_2123406;1;1
279125579;PROD_2123406;1;1
279149253;PROD_2123406;1;1
279161547;PROD_2123406;1;1
279191180;PROD_2123406;1;1
279212153;PROD_2123406;1;1
279213323;PROD_2123406;1;1
279224039;PROD_2123406;1;1
279235097;PROD_2123406;1;1
279253668;PROD_2123406;1;1
279296913;PROD_2123406;1;1
279336262;PROD_2123406;1;1
279353744;PROD_2123406;1;1
279357115;PROD_2123406;1;1
279362122;PROD_2123406;1;1
279472523;PROD_2123406;1;1
279508905;PROD_2123406;1;1
279509402;PROD_2123406;1;1
279513576;PROD_2123406;1;1
279527072;PROD_2123406;1;1
278776600;PROD_2200894;1;1
278943146;PROD_2200894;1;1
279733059;PROD_2200894;1;1
278587282;PROD_2141906;1;1
278639884;PROD_2141906;1;1
278942955;PROD_2141906;1;1
278958004;PROD_2141906;1;1
279086057;PROD_2141906;1;1
279173411;PROD_2141906;1;1
279195374;PROD_2141906;1;1
279490464;PROD_2141906;1;1
279549595;PROD_2141906;1;1
279611679;PROD_2141906;1;1
278515487;PROD_2184850;1;1
278652567;PROD_2184850;1;1
278672502;PROD_2184850;1;1
278942955;PROD_2184850;1;1
278956958;PROD_2184850;1;1
279026596;PROD_2184850;1;1
279079046;PROD_2184850;1;1
279169651;PROD_2184850;1;1
279224221;PROD_2184850;1;1
279270822;PROD_2184850;1;1
279350626;PROD_2184850;1;1
279373387;PROD_2184850;1;1
279704094;PROD_2184850;1;1
343016751;PROD_2184850;1;1
279552420;PROD_2173877;1;1
278696416;PROD_2223884;1;1
278811300;PROD_2223884;1;1
279374710;PROD_2223884;1;1
278383160;PROD_2223889;1;1
278383483;PROD_2223889;1;1
278732129;PROD_2223889;1;1
278870507;PROD_2223889;1;1
279350926;PROD_2223889;1;1
279828756;PROD_2223889;1;1
278600553;PROD_2224225;1;1
278614282;PROD_2224225;1;1
279175669;PROD_2224225;1;1
279434994;PROD_2224225;1;1
343003235;PROD_2224225;1;1
278382357;PROD_2224283;1;1
278574235;PROD_2224283;1;1
279189242;PROD_2224283;1;1
342992378;PROD_2224283;1;1
278892750;PROD_2224292;1;1
279126539;PROD_2224292;1;1
279298949;PROD_2224292;1;1
279508481;PROD_2224292;1;1
279611588;PROD_2224292;1;1
278379193;PROD_2224566;1;1
278543163;PROD_2227704;1;1
278417650;PROD_2223843;1;1
278417663;PROD_2223843;1;1
278515037;PROD_2223843;1;1
278646852;PROD_2223843;1;1
279053484;PROD_2223843;1;1
279515284;PROD_2223843;1;1
279668474;PROD_2223843;1;1
279698089;PROD_2223843;1;1
278645878;PROD_2246438;1;1
279102081;PROD_2246438;1;1
279406619;PROD_2246438;1;1
279783481;PROD_2246438;1;1
279295188;PROD_290131;1;1
279302000;PROD_290131;1;1
278890556;PROD_2127788;1;1
278467206;PROD_386427;1;1
278653218;PROD_386427;1;1
278954801;PROD_386427;1;1
278714365;PROD_381403;1;1
278842896;PROD_381403;1;1
279161057;PROD_381403;1;1
279551606;PROD_381403;1;1
279565325;PROD_381403;1;1
278432282;PROD_421907;1;1
278806808;PROD_421907;1;1
279218869;PROD_421907;1;1
279256014;PROD_421907;1;1
279433036;PROD_421907;1;1
278994407;PROD_423878;1;1
279032239;PROD_423878;1;1
279173455;PROD_423878;1;1
338714898;PROD_2163338;1;1
278789219;PROD_2163338;1;1
338723921;PROD_2163338;1;1
278477862;PROD_383579;1;1
278961880;PROD_425032;1;1
278445552;PROD_386218;1;1
278389006;PROD_435993;1;1
278444795;PROD_435993;1;1
278488521;PROD_435993;1;1
278489699;PROD_435993;1;1
278691808;PROD_435993;1;1
278872371;PROD_435993;1;1
278938125;PROD_435993;1;1
278963490;PROD_435993;1;1
279026504;PROD_435993;1;1
279082189;PROD_435993;1;1
279175953;PROD_435993;1;1
279247062;PROD_435993;1;1
279283959;PROD_435993;1;1
279304424;PROD_435993;1;1
279371483;PROD_435993;1;1
279374710;PROD_435993;1;1
279412155;PROD_435993;1;1
279488412;PROD_435993;1;1
279488461;PROD_435993;1;1
279531124;PROD_435993;1;1
279549683;PROD_435993;1;1
279638754;PROD_435993;1;1
279662820;PROD_435993;1;1
279698094;PROD_435993;1;1
279719400;PROD_435993;1;1
279719742;PROD_435993;1;1
279791321;PROD_435993;1;1
279830785;PROD_435993;1;1
279857989;PROD_435993;1;1
279866192;PROD_435993;1;1
342979625;PROD_435993;1;1
342991790;PROD_435993;1;1
343002926;PROD_435993;1;1
278515487;PROD_386489;1;1
278556422;PROD_386489;1;1
279167406;PROD_386489;1;1
279529941;PROD_386489;1;1
342968428;PROD_386489;1;1
278570174;PROD_2113976;1;1
278752747;PROD_2113976;1;1
278891843;PROD_2113976;1;1
279604158;PROD_2113976;1;1
279764105;PROD_2113976;1;1
279787644;PROD_2113976;1;1
278430478;PROD_385873;1;1
278913349;PROD_260525;1;1
279019825;PROD_360644;1;1
279821099;PROD_360644;1;1
278916891;PROD_336645;1;1
279241192;PROD_336645;1;1
279292623;PROD_336645;1;1
279437683;PROD_336645;1;1
279525573;PROD_336645;1;1
279719047;PROD_336645;1;1
278647176;PROD_3063532;1;1
278661142;PROD_3063532;1;1
278815947;PROD_3063532;1;1
279360986;PROD_3063532;1;1
279132872;PROD_409182;1;1
279249701;PROD_409182;1;1
279265740;PROD_409182;1;1
279753189;PROD_409182;1;1
343060386;PROD_409182;1;1
279393795;PROD_41057;1;1
279055750;PROD_409218;1;1
279225830;PROD_409218;1;1
279285285;PROD_409218;1;1
279379798;PROD_409218;1;1
279387539;PROD_409218;1;1
279755476;PROD_409218;1;1
279796093;PROD_409218;1;1
278762922;PROD_256312;1;1
278816994;PROD_256312;1;1
279096797;PROD_256312;1;1
279138119;PROD_256312;1;1
279217749;PROD_256312;1;1
279598536;PROD_256312;1;1
278485437;PROD_387431;1;1
278888081;PROD_258018;1;1
279159112;PROD_258018;1;1
279648265;PROD_258018;1;1
278675154;PROD_331547;1;1
279151668;PROD_331547;1;1
338810529;PROD_2163313;1;1
279523797;PROD_2128213;1;1
278660690;PROD_207322;1;1
278861917;PROD_207322;1;1
279005269;PROD_207322;1;1
278583182;PROD_2233883;1;1
278974589;PROD_2233883;1;1
279386040;PROD_2233883;1;1
279418319;PROD_2233883;1;1
279539437;PROD_2233883;1;1
279732193;PROD_2233883;1;1
342991214;PROD_2233883;1;1
278383432;PROD_237309;1;1
278991304;PROD_237309;1;1
279119053;PROD_237309;1;1
279403102;PROD_237309;1;1
279572485;PROD_237309;1;1
279061674;PROD_260363;1;1
279118279;PROD_260363;1;1
278800756;PROD_2206960;1;1
279619388;PROD_2206960;1;1
278383483;PROD_2172045;1;1
278618263;PROD_417629;1;1
279705474;PROD_2113029;1;1
279905299;PROD_2272058;1;1
278409974;PROD_2117962;1;1
279389942;PROD_2261152;1;1
279447631;PROD_2261152;1;1
279533746;PROD_2261152;1;1
342994153;PROD_2261152;1;1
278426067;PROD_2099396;1;1
278557737;PROD_2021990;1;1
278808627;PROD_2021990;1;1
278813933;PROD_2021990;1;1
278963495;PROD_2021990;1;1
278987440;PROD_2021990;1;1
279145644;PROD_2021990;1;1
279197073;PROD_2021990;1;1
279411292;PROD_2021990;1;1
279659649;PROD_2021990;1;1
278589085;PROD_432077;1;1
279366364;PROD_432077;1;1
278685640;PROD_2070413;1;1
278922499;PROD_2070413;1;1
279213067;PROD_2070413;1;1
279359582;PROD_2070413;1;1
279520417;PROD_2070413;1;1
278453006;PROD_2150741;1;1
279398375;PROD_2150741;1;1
279755635;PROD_2150741;1;1
342968510;PROD_2150741;1;1
279304186;PROD_2313323;1;1
279545892;PROD_2313323;1;1
278489940;PROD_2170626;1;1
279335857;PROD_2170626;1;1
343011051;PROD_2170626;1;1
279394383;PROD_2261240;1;1
279706720;PROD_2261240;1;1
278393573;PROD_2232606;1;1
279017805;PROD_2232606;1;1
279075234;PROD_2232606;1;1
279144816;PROD_2232606;1;1
279159479;PROD_2232606;1;1
279249590;PROD_2232606;1;1
279689871;PROD_2232606;1;1
279843702;PROD_2232606;1;1
279855388;PROD_2232606;1;1
279576974;PROD_305909;1;1
278589467;PROD_2115080;1;1
342967213;PROD_2071169;1;1
342967213;PROD_2071163;1;1
278775373;PROD_2170676;1;1
278976369;PROD_2170676;1;1
279218728;PROD_2170676;1;1
279335857;PROD_2170676;1;1
343011051;PROD_2170676;1;1
278392943;PROD_413409;1;1
279053475;PROD_2071177;1;1
279212501;PROD_2071177;1;1
279357115;PROD_2071177;1;1
342967213;PROD_2071177;1;1
343019885;PROD_2071177;1;1
279506144;PROD_411503;1;1
279799828;PROD_411503;1;1
278955748;PROD_2154898;1;1
279198064;PROD_2207456;1;1
279198068;PROD_2207456;1;1
279471330;PROD_2207456;1;1
278452868;PROD_2025572;1;1
278929412;PROD_2025572;1;1
343009416;PROD_2025572;1;1
278970637;PROD_2216110;1;1
279064641;PROD_2216110;1;1
343010835;PROD_418302;1;1
279828715;PROD_2076465;1;1
278635791;PROD_47408;1;1
279216623;PROD_47408;1;1
279559860;PROD_417572;1;1
279131740;PROD_2006304;1;1
279344098;PROD_2139468;1;1
279775736;PROD_2267008;1;1
278468178;PROD_2133737;1;1
278736666;PROD_2133737;1;1
278763823;PROD_369664;1;1
279120762;PROD_369664;1;1
279270604;PROD_369664;1;1
279619519;PROD_369664;1;1
278424852;PROD_2168883;1;1
278492591;PROD_2168883;1;1
278698508;PROD_2168883;1;1
279228968;PROD_2168883;1;1
278395289;PROD_2128496;1;1
342967213;PROD_2128496;1;1
278781431;PROD_2069667;1;1
278805522;PROD_2069667;1;1
279661445;PROD_2069667;1;1
279831757;PROD_2069667;1;1
278496795;PROD_304931;1;1
278731711;PROD_304931;1;1
278740420;PROD_304931;1;1
279553448;PROD_304931;1;1
342991385;PROD_304931;1;1
278716256;PROD_260361;1;1
279164240;PROD_260361;1;1
279764767;PROD_260361;1;1
278611598;PROD_2185564;1;1
279036943;PROD_2185564;1;1
279333888;PROD_2185564;1;1
278965408;PROD_2182582;1;1
279618310;PROD_2204575;1;1
279683351;PROD_2204575;1;1
278751135;PROD_2200273;1;1
278989663;PROD_2200273;1;1
279086148;PROD_2200273;1;1
279111183;PROD_2200273;1;1
279497578;PROD_2200273;1;1
279730600;PROD_2200273;1;1
